isoform,s,strae,r2
CYP2C9,0.78,0.6545616163069029,0.3932994543794033
CYP2C9,0.79,0.654278935944871,0.39438823292247904
CYP2C9,0.8,0.6540671991936148,0.39537690295921857
CYP2C9,0.81,0.6539278001410902,0.39626546448962185
CYP2C9,0.82,0.6538908415772107,0.397053917513689
CYP2C9,0.83,0.6539558695342581,0.3977422620314198
CYP2C9,0.84,0.654122516770276,0.3983304980428143
CYP2C9,0.85,0.654424241117092,0.3988186255478726
CYP2C9,0.86,0.6548437507624877,0.3992066445465947
CYP2C9,0.87,0.655347248619974,0.39949455503898057
CYP2C9,0.88,0.6559603179992682,0.3996823570250301
CYP2C9,0.89,0.6566957827156344,0.39977005050474346
CYP2C9,0.9,0.6575526414825079,0.3997576354781205
CYP2C9,0.91,0.6585074397568044,0.3996451119451614
CYP2C9,0.92,0.6595324436508372,0.39943247990586594
CYP2C9,0.93,0.6606579284742161,0.39911973936023426
CYP2C9,0.94,0.6619039053144548,0.39870689030826645
CYP2C9,0.95,0.6632864321827411,0.3981939327499623
CYP2C9,0.96,0.6647673872900406,0.3975808666853218
CYP2C9,0.97,0.6663330081007394,0.39686769211434514
CYP2C9,0.98,0.6679803800386717,0.3960544090370324
CYP2C9,0.99,0.6697012507995894,0.39514101745338304
CYP2C9,1.0,0.6714905213144614,0.3941275173633979
CYP2C9,1.01,0.673373420491506,0.3930139087670761
CYP2C9,1.02,0.6753643523899273,0.39180019166441826
CYP2C9,1.03,0.6774608020266327,0.3904863660554241
CYP2C9,1.04,0.6796667808390753,0.3890724319400938
CYP2C9,1.05,0.6819733605259439,0.38755838931842723
CYP2C9,1.06,0.684372640183499,0.38594423819042434
CYP2C9,1.07,0.686847376099967,0.3842299785560852
CYP2C9,1.08,0.6894162925327072,0.38241561041540983
CYP2C9,1.09,0.6920741836080526,0.3805011337683982
CYP2C9,1.1,0.6948062881884138,0.3784865486150504
CYP2C9,1.11,0.6976515252214307,0.3763718549553663
CYP2C9,1.12,0.7005762142816127,0.37415705278934597
CYP2C9,1.13,0.7035978911945019,0.3718421421169895
CYP2C9,1.14,0.7066902403019754,0.3694271229382966
